,Sample.Case,Virus,Sample.Type,County,Town,Date,latitude,longitude
519,63,WNV,Mosquito,Dukes,West Tisbury,8/30/22,41.381005,-70.6744926
13,13,WNV,Mosquito,Dukes,Edgartown,7/9/24,41.3894198,-70.5129682
396,396,WNV,Mosquito,Dukes,Edgartown,9/3/24,41.3894198,-70.5129682
463,7,WNV,Mosquito,Dukes,Edgartown,7/26/22,41.3894198,-70.5129682
493,37,WNV,Mosquito,Dukes,Edgartown,8/16/22,41.3894198,-70.5129682
507,51,WNV,Mosquito,Dukes,Edgartown,8/23/22,41.3894198,-70.5129682
84,84,WNV,Mosquito,Barnstable,Falmouth,7/30/24,41.5514979,-70.6147519
164,164,WNV,Mosquito,Barnstable,Falmouth,8/6/24,41.5514979,-70.6147519
405,405,WNV,Mosquito,Barnstable,Falmouth,9/4/24,41.5514979,-70.6147519
252,252,EEE,Mosquito,Bristol,Westport,8/12/24,41.6220399,-71.0780195
366,366,WNV,Mosquito,Bristol,Westport,8/27/24,41.6220399,-71.0780195
367,367,WNV,Mosquito,Bristol,Westport,8/27/24,41.6220399,-71.0780195
373,373,EEE,Mosquito,Bristol,Westport,8/29/24,41.6220399,-71.0780195
397,397,WNV,Mosquito,Bristol,Westport,9/3/24,41.6220399,-71.0780195
742,178,WNV,Mosquito,Bristol,Westport,9/25/23,41.6220399,-71.0780195
27,27,WNV,Mosquito,Bristol,Dartmouth,7/17/24,41.6332267,-70.9879928
133,133,WNV,Mosquito,Bristol,Dartmouth,7/31/24,41.6332267,-70.9879928
67,67,WNV,Mosquito,Bristol,New Bedford,7/24/24,41.6362152,-70.934205
132,132,WNV,Mosquito,Bristol,New Bedford,7/31/24,41.6362152,-70.934205
262,262,WNV,Mosquito,Bristol,New Bedford,8/12/24,41.6362152,-70.934205
305,305,WNV,Mosquito,Bristol,New Bedford,8/14/24,41.6362152,-70.934205
340,340,WNV,Mosquito,Bristol,New Bedford,8/21/24,41.6362152,-70.934205
351,351,EEE,Mosquito,Bristol,New Bedford,8/26/24,41.6362152,-70.934205
352,352,EEE,Mosquito,Bristol,New Bedford,8/26/24,41.6362152,-70.934205
26,26,WNV,Mosquito,Bristol,Fairhaven,7/17/24,41.6376043,-70.9036487
66,66,WNV,Mosquito,Bristol,Fairhaven,7/24/24,41.6376043,-70.9036487
199,199,WNV,Mosquito,Plymouth,Mattapoisett,8/6/24,41.6580466,-70.8135195
200,200,WNV,Mosquito,Plymouth,Mattapoisett,8/6/24,41.6580466,-70.8135195
201,201,WNV,Mosquito,Plymouth,Mattapoisett,8/6/24,41.6580466,-70.8135195
202,202,WNV,Mosquito,Plymouth,Mattapoisett,8/6/24,41.6580466,-70.8135195
203,203,WNV,Mosquito,Plymouth,Mattapoisett,8/6/24,41.6580466,-70.8135195
310,310,WNV,Mosquito,Plymouth,Mattapoisett,8/18/24,41.6580466,-70.8135195
345,345,WNV,Mosquito,Plymouth,Mattapoisett,8/20/24,41.6580466,-70.8135195
384,384,EEE,Mosquito,Plymouth,Mattapoisett,8/29/24,41.6580466,-70.8135195
385,385,EEE,Mosquito,Plymouth,Mattapoisett,8/29/24,41.6580466,-70.8135195
198,198,WNV,Mosquito,Plymouth,Marion,8/6/24,41.7001043,-70.7628129
311,311,EEE,Mosquito,Plymouth,Marion,8/18/24,41.7001043,-70.7628129
523,67,WNV,Mosquito,Plymouth,Marion,8/26/22,41.7001043,-70.7628129
699,140,WNV,Mosquito,Plymouth,Marion,9/13/23,41.7001043,-70.7628129
700,141,WNV,Mosquito,Plymouth,Marion,9/13/23,41.7001043,-70.7628129
537,81,WNV,Mosquito,Bristol,Fall River,9/1/22,41.7010642,-71.1546367
677,118,WNV,Mosquito,Bristol,Fall River,9/7/23,41.7010642,-71.1546367
46,46,EEE,Mosquito,Barnstable,Barnstable,7/23/24,41.7016936,-70.3036163
355,355,WNV,Mosquito,Barnstable,Barnstable,8/27/24,41.7016936,-70.3036163
652,93,WNV,Mosquito,Barnstable,Barnstable,8/24/23,41.7016936,-70.3036163
163,163,WNV,Mosquito,Barnstable,Yarmouth,8/6/24,41.7056656,-70.2286314
273,273,WNV,Mosquito,Barnstable,Yarmouth,8/13/24,41.7056656,-70.2286314
377,377,WNV,Mosquito,Barnstable,Yarmouth,8/29/24,41.7056656,-70.2286314
108,108,WNV,Mosquito,Plymouth,Rochester,7/30/24,41.7317247,-70.820299
109,109,WNV,Mosquito,Plymouth,Rochester,7/30/24,41.7317247,-70.820299
110,110,WNV,Mosquito,Plymouth,Rochester,7/30/24,41.7317247,-70.820299
111,111,WNV,Mosquito,Plymouth,Rochester,7/30/24,41.7317247,-70.820299
112,112,WNV,Mosquito,Plymouth,Rochester,7/30/24,41.7317247,-70.820299
247,247,WNV,Mosquito,Plymouth,Rochester,8/6/24,41.7317247,-70.820299
248,248,WNV,Mosquito,Plymouth,Rochester,8/6/24,41.7317247,-70.820299
337,337,EEE,Mosquito,Plymouth,Rochester,8/20/24,41.7317247,-70.820299
338,338,EEE,Mosquito,Plymouth,Rochester,8/20/24,41.7317247,-70.820299
161,161,WNV,Mosquito,Barnstable,Dennis,7/31/24,41.7353872,-70.1939087
162,162,WNV,Mosquito,Barnstable,Dennis,8/1/24,41.7353872,-70.1939087
328,328,WNV,Mosquito,Barnstable,Dennis,8/15/24,41.7353872,-70.1939087
68,68,WNV,Mosquito,Bristol,Swansea,7/25/24,41.7481575,-71.1897684
458,2,WNV,Mosquito,Barnstable,Sandwich,7/15/22,41.7579043,-70.4968152
102,102,EEE,Mosquito,Plymouth,Wareham,7/30/24,41.7626037,-70.7217017
118,118,WNV,Mosquito,Plymouth,Wareham,7/30/24,41.7626037,-70.7217017
522,66,WNV,Mosquito,Plymouth,Wareham,8/26/22,41.7626037,-70.7217017
186,186,WNV,Mosquito,Bristol,Freetown,8/6/24,41.7950262,-71.0676389
304,304,WNV,Mosquito,Bristol,Freetown,8/13/24,41.7950262,-71.0676389
431,431,EEE,Mosquito,Bristol,Freetown,9/10/24,41.7950262,-71.0676389
702,144,WNV,Mosquito,Bristol,Freetown,9/12/23,41.7950262,-71.0676389
704,146,WNV,Mosquito,Bristol,Freetown,9/12/23,41.7950262,-71.0676389
728,170,WNV,Mosquito,Bristol,Freetown,9/19/23,41.7950262,-71.0676389
28,28,WNV,Mosquito,Bristol,Seekonk,7/18/24,41.808434,-71.3369973
29,29,WNV,Mosquito,Bristol,Seekonk,7/18/24,41.808434,-71.3369973
134,134,WNV,Mosquito,Bristol,Seekonk,8/1/24,41.808434,-71.3369973
135,135,WNV,Mosquito,Bristol,Seekonk,8/1/24,41.808434,-71.3369973
306,306,WNV,Mosquito,Bristol,Dighton,8/15/24,41.8144903,-71.1196148
653,94,WNV,Mosquito,Barnstable,Eastham,8/24/23,41.8301081,-69.973907
736,172,EEE,Mosquito,Bristol,Rehoboth,9/25/23,41.8403786,-71.2494938
536,80,WNV,Mosquito,Bristol,Berkley,8/29/22,41.8459347,-71.0828222
676,117,WNV,Mosquito,Bristol,Berkley,9/6/23,41.8459347,-71.0828222
726,168,WNV,Mosquito,Bristol,Berkley,9/19/23,41.8459347,-71.0828222
727,169,WNV,Mosquito,Bristol,Berkley,9/19/23,41.8459347,-71.0828222
3,3,EEE,Mosquito,Plymouth,Carver,7/1/24,41.8834363,-70.7625376
4,4,EEE,Mosquito,Plymouth,Carver,7/1/24,41.8834363,-70.7625376
5,5,EEE,Mosquito,Plymouth,Carver,7/1/24,41.8834363,-70.7625376
6,6,EEE,Mosquito,Plymouth,Carver,7/1/24,41.8834363,-70.7625376
7,7,EEE,Mosquito,Plymouth,Carver,7/1/24,41.8834363,-70.7625376
8,8,EEE,Mosquito,Plymouth,Carver,7/1/24,41.8834363,-70.7625376
20,20,EEE,Mosquito,Plymouth,Carver,7/15/24,41.8834363,-70.7625376
37,37,EEE,Mosquito,Plymouth,Carver,7/22/24,41.8834363,-70.7625376
38,38,EEE,Mosquito,Plymouth,Carver,7/22/24,41.8834363,-70.7625376
39,39,EEE,Mosquito,Plymouth,Carver,7/22/24,41.8834363,-70.7625376
40,40,EEE,Mosquito,Plymouth,Carver,7/22/24,41.8834363,-70.7625376
41,41,EEE,Mosquito,Plymouth,Carver,7/22/24,41.8834363,-70.7625376
157,157,EEE,Mosquito,Plymouth,Carver,8/5/24,41.8834363,-70.7625376
158,158,EEE,Mosquito,Plymouth,Carver,8/5/24,41.8834363,-70.7625376
159,159,EEE,Mosquito,Plymouth,Carver,8/5/24,41.8834363,-70.7625376
160,160,EEE,Mosquito,Plymouth,Carver,8/5/24,41.8834363,-70.7625376
249,249,EEE,Mosquito,Plymouth,Carver,8/12/24,41.8834363,-70.7625376
250,250,EEE,Mosquito,Plymouth,Carver,8/12/24,41.8834363,-70.7625376
251,251,EEE,Mosquito,Plymouth,Carver,8/12/24,41.8834363,-70.7625376
317,317,EEE,Mosquito,Plymouth,Carver,8/19/24,41.8834363,-70.7625376
318,318,EEE,Mosquito,Plymouth,Carver,8/19/24,41.8834363,-70.7625376
319,319,EEE,Mosquito,Plymouth,Carver,8/19/24,41.8834363,-70.7625376
320,320,EEE,Mosquito,Plymouth,Carver,8/19/24,41.8834363,-70.7625376
388,388,EEE,Mosquito,Plymouth,Carver,9/2/24,41.8834363,-70.7625376
389,389,EEE,Mosquito,Plymouth,Carver,9/2/24,41.8834363,-70.7625376
446,446,EEE,Animal,Plymouth,Carver,9/18/24,41.8834363,-70.7625376
483,27,WNV,Mosquito,Plymouth,Carver,8/8/22,41.8834363,-70.7625376
545,89,WNV,Mosquito,Plymouth,Carver,9/7/22,41.8834363,-70.7625376
625,66,WNV,Mosquito,Plymouth,Carver,8/21/23,41.8834363,-70.7625376
626,67,WNV,Mosquito,Plymouth,Carver,8/21/23,41.8834363,-70.7625376
627,68,WNV,Mosquito,Plymouth,Carver,8/21/23,41.8834363,-70.7625376
628,69,WNV,Mosquito,Plymouth,Carver,8/21/23,41.8834363,-70.7625376
629,70,WNV,Mosquito,Plymouth,Carver,8/21/23,41.8834363,-70.7625376
630,71,WNV,Mosquito,Plymouth,Carver,8/21/23,41.8834363,-70.7625376
706,148,WNV,Mosquito,Plymouth,Carver,9/18/23,41.8834363,-70.7625376
707,149,WNV,Mosquito,Plymouth,Carver,9/18/23,41.8834363,-70.7625376
22,22,WNV,Mosquito,Plymouth,Middleborough,7/16/24,41.8931576,-70.9111517
23,23,WNV,Mosquito,Plymouth,Middleborough,7/16/24,41.8931576,-70.9111517
82,82,WNV,Mosquito,Plymouth,Middleborough,7/29/24,41.8931576,-70.9111517
95,95,EEE,Mosquito,Plymouth,Middleborough,7/23/24,41.8931576,-70.9111517
96,96,EEE,Mosquito,Plymouth,Middleborough,7/23/24,41.8931576,-70.9111517
97,97,EEE,Mosquito,Plymouth,Middleborough,7/23/24,41.8931576,-70.9111517
98,98,EEE,Mosquito,Plymouth,Middleborough,7/23/24,41.8931576,-70.9111517
99,99,EEE,Mosquito,Plymouth,Middleborough,7/23/24,41.8931576,-70.9111517
100,100,EEE,Mosquito,Plymouth,Middleborough,7/23/24,41.8931576,-70.9111517
101,101,EEE,Mosquito,Plymouth,Middleborough,7/23/24,41.8931576,-70.9111517
107,107,WNV,Mosquito,Plymouth,Middleborough,7/30/24,41.8931576,-70.9111517
204,204,EEE,Mosquito,Plymouth,Middleborough,8/6/24,41.8931576,-70.9111517
205,205,EEE,Mosquito,Plymouth,Middleborough,8/6/24,41.8931576,-70.9111517
206,206,WNV,Mosquito,Plymouth,Middleborough,8/6/24,41.8931576,-70.9111517
207,207,EEE,Mosquito,Plymouth,Middleborough,8/6/24,41.8931576,-70.9111517
208,208,EEE,Mosquito,Plymouth,Middleborough,8/6/24,41.8931576,-70.9111517
209,209,EEE,Mosquito,Plymouth,Middleborough,8/6/24,41.8931576,-70.9111517
210,210,WNV,Mosquito,Plymouth,Middleborough,8/6/24,41.8931576,-70.9111517
298,298,EEE,Mosquito,Plymouth,Middleborough,8/13/24,41.8931576,-70.9111517
299,299,EEE,Mosquito,Plymouth,Middleborough,8/13/24,41.8931576,-70.9111517
300,300,EEE,Mosquito,Plymouth,Middleborough,8/13/24,41.8931576,-70.9111517
301,301,EEE,Mosquito,Plymouth,Middleborough,8/13/24,41.8931576,-70.9111517
302,302,WNV,Mosquito,Plymouth,Middleborough,8/13/24,41.8931576,-70.9111517
307,307,WNV,Mosquito,Plymouth,Middleborough,8/13/24,41.8931576,-70.9111517
339,339,EEE,Mosquito,Plymouth,Middleborough,8/20/24,41.8931576,-70.9111517
346,346,WNV,Mosquito,Plymouth,Middleborough,8/23/24,41.8931576,-70.9111517
369,369,EEE,Animal,Plymouth,Middleborough,8/24/24,41.8931576,-70.9111517
382,382,WNV,Mosquito,Plymouth,Middleborough,8/29/24,41.8931576,-70.9111517
383,383,EEE,Mosquito,Plymouth,Middleborough,8/29/24,41.8931576,-70.9111517
497,41,WNV,Mosquito,Plymouth,Middleborough,8/16/22,41.8931576,-70.9111517
554,98,WNV,Mosquito,Plymouth,Middleborough,9/20/22,41.8931576,-70.9111517
599,40,WNV,Mosquito,Plymouth,Middleborough,8/8/23,41.8931576,-70.9111517
606,47,WNV,Mosquito,Plymouth,Middleborough,8/14/23,41.8931576,-70.9111517
661,102,WNV,Mosquito,Plymouth,Middleborough,8/22/23,41.8931576,-70.9111517
745,181,WNV,Mosquito,Plymouth,Middleborough,9/20/23,41.8931576,-70.9111517
183,183,WNV,Mosquito,Bristol,Taunton,8/6/24,41.9019257,-71.0931485
184,184,EEE,Mosquito,Bristol,Taunton,8/6/24,41.9019257,-71.0931485
147,147,EEE,Animal,Plymouth,Plymouth,7/30/24,41.9426657,-70.7618592
211,211,WNV,Mosquito,Plymouth,Plymouth,8/7/24,41.9426657,-70.7618592
212,212,WNV,Mosquito,Plymouth,Plymouth,8/7/24,41.9426657,-70.7618592
213,213,WNV,Mosquito,Plymouth,Plymouth,8/7/24,41.9426657,-70.7618592
214,214,WNV,Mosquito,Plymouth,Plymouth,8/7/24,41.9426657,-70.7618592
293,293,EEE,Mosquito,Plymouth,Plymouth,8/13/24,41.9426657,-70.7618592
294,294,EEE,Mosquito,Plymouth,Plymouth,8/13/24,41.9426657,-70.7618592
295,295,EEE,Mosquito,Plymouth,Plymouth,8/13/24,41.9426657,-70.7618592
296,296,EEE,Mosquito,Plymouth,Plymouth,8/13/24,41.9426657,-70.7618592
297,297,EEE,Mosquito,Plymouth,Plymouth,8/13/24,41.9426657,-70.7618592
418,418,EEE,Mosquito,Plymouth,Plymouth,9/5/24,41.9426657,-70.7618592
716,158,WNV,Mosquito,Plymouth,Plymouth,9/20/23,41.9426657,-70.7618592
717,159,WNV,Mosquito,Plymouth,Plymouth,9/20/23,41.9426657,-70.7618592
30,30,WNV,Mosquito,Bristol,Attleboro,7/19/24,41.9439695,-71.2804301
407,407,WNV,Mosquito,Bristol,Attleboro,9/6/24,41.9439695,-71.2804301
479,23,WNV,Mosquito,Bristol,Attleboro,8/5/22,41.9439695,-71.2804301
512,56,WNV,Mosquito,Bristol,Attleboro,8/26/22,41.9439695,-71.2804301
15,15,WNV,Mosquito,Bristol,Raynham,7/9/24,41.9487118,-71.0731008
321,321,EEE,Mosquito,Bristol,Raynham,8/19/24,41.9487118,-71.0731008
600,41,WNV,Mosquito,Bristol,Raynham,8/8/23,41.9487118,-71.0731008
605,46,WNV,Mosquito,Bristol,Raynham,8/14/23,41.9487118,-71.0731008
708,150,WNV,Mosquito,Bristol,Raynham,9/18/23,41.9487118,-71.0731008
709,151,WNV,Mosquito,Bristol,Raynham,9/18/23,41.9487118,-71.0731008
710,152,WNV,Mosquito,Bristol,Raynham,9/18/23,41.9487118,-71.0731008
711,153,WNV,Mosquito,Bristol,Raynham,9/18/23,41.9487118,-71.0731008
738,174,WNV,Mosquito,Bristol,Raynham,9/25/23,41.9487118,-71.0731008
739,175,EEE,Mosquito,Bristol,Raynham,9/25/23,41.9487118,-71.0731008
740,176,EEE,Mosquito,Bristol,Raynham,9/25/23,41.9487118,-71.0731008
741,177,EEE,Mosquito,Bristol,Raynham,9/25/23,41.9487118,-71.0731008
527,71,WNV,Mosquito,Plymouth,Plympton,8/30/22,41.9528802,-70.8144837
65,65,WNV,Mosquito,Bristol,Norton,7/23/24,41.9667666,-71.1869939
131,131,WNV,Mosquito,Bristol,Norton,7/30/24,41.9667666,-71.1869939
185,185,WNV,Mosquito,Bristol,Norton,8/8/24,41.9667666,-71.1869939
430,430,WNV,Mosquito,Bristol,Norton,9/10/24,41.9667666,-71.1869939
556,100,WNV,Mosquito,Bristol,Norton,9/20/22,41.9667666,-71.1869939
612,53,WNV,Mosquito,Bristol,Norton,8/15/23,41.9667666,-71.1869939
136,136,WNV,Mosquito,Bristol,North Attleborough,8/2/24,41.9841334,-71.3322798
341,341,WNV,Mosquito,Bristol,North Attleborough,8/23/24,41.9841334,-71.3322798
62,62,WNV,Mosquito,Plymouth,Bridgewater,7/23/24,41.9902206,-70.9754432
11,11,EEE,Mosquito,Plymouth,Halifax,7/8/24,41.9909554,-70.8620224
106,106,WNV,Mosquito,Plymouth,Halifax,7/23/24,41.9909554,-70.8620224
316,316,EEE,Mosquito,Plymouth,Halifax,8/19/24,41.9909554,-70.8620224
350,350,EEE,Mosquito,Plymouth,Halifax,8/26/24,41.9909554,-70.8620224
368,368,EEE,Mosquito,Plymouth,Halifax,8/27/24,41.9909554,-70.8620224
374,374,WNV,Mosquito,Plymouth,Halifax,8/29/24,41.9909554,-70.8620224
425,425,EEE,Mosquito,Plymouth,Halifax,9/9/24,41.9909554,-70.8620224
529,73,WNV,Mosquito,Plymouth,Halifax,8/30/22,41.9909554,-70.8620224
552,96,WNV,Mosquito,Plymouth,Halifax,9/19/22,41.9909554,-70.8620224
585,26,WNV,Mosquito,Plymouth,Halifax,8/7/23,41.9909554,-70.8620224
618,59,WNV,Mosquito,Plymouth,Halifax,8/15/23,41.9909554,-70.8620224
619,60,WNV,Mosquito,Plymouth,Halifax,8/15/23,41.9909554,-70.8620224
620,61,WNV,Mosquito,Plymouth,Halifax,8/15/23,41.9909554,-70.8620224
624,65,WNV,Mosquito,Plymouth,Halifax,8/21/23,41.9909554,-70.8620224
687,128,WNV,Mosquito,Plymouth,Halifax,9/11/23,41.9909554,-70.8620224
10,10,EEE,Mosquito,Plymouth,Kingston,7/8/24,41.9945473,-70.7244822
36,36,WNV,Mosquito,Plymouth,Kingston,7/22/24,41.9945473,-70.7244822
83,83,EEE,Mosquito,Plymouth,Kingston,7/29/24,41.9945473,-70.7244822
289,289,WNV,Mosquito,Plymouth,Kingston,8/13/24,41.9945473,-70.7244822
290,290,WNV,Mosquito,Plymouth,Kingston,8/13/24,41.9945473,-70.7244822
584,25,WNV,Mosquito,Plymouth,Kingston,8/7/23,41.9945473,-70.7244822
622,63,WNV,Mosquito,Plymouth,Kingston,8/17/23,41.9945473,-70.7244822
648,89,WNV,Mosquito,Plymouth,Kingston,8/28/23,41.9945473,-70.7244822
649,90,WNV,Mosquito,Plymouth,Kingston,8/28/23,41.9945473,-70.7244822
686,127,WNV,Mosquito,Plymouth,Kingston,9/11/23,41.9945473,-70.7244822
734,170,WNV,Mosquito,Plymouth,Kingston,9/25/23,41.9945473,-70.7244822
16,16,WNV,Mosquito,Worcester,Blackstone,7/9/24,42.0178352,-71.5411133
253,253,WNV,Mosquito,Worcester,Blackstone,8/6/24,42.0178352,-71.5411133
386,386,EEE,Mosquito,Plymouth,West Bridgewater,8/29/24,42.0191056,-71.0076743
387,387,WNV,Mosquito,Plymouth,West Bridgewater,8/29/24,42.0191056,-71.0076743
64,64,WNV,Mosquito,Bristol,Easton,7/23/24,42.0245442,-71.1286594
156,156,WNV,Mosquito,Bristol,Easton,8/5/24,42.0245442,-71.1286594
457,1,WNV,Mosquito,Bristol,Easton,7/11/22,42.0245442,-71.1286594
581,22,WNV,Mosquito,Bristol,Easton,8/1/23,42.0245442,-71.1286594
601,42,WNV,Mosquito,Bristol,Easton,8/8/23,42.0245442,-71.1286594
632,73,WNV,Mosquito,Bristol,Easton,8/21/23,42.0245442,-71.1286594
633,74,WNV,Mosquito,Bristol,Easton,8/21/23,42.0245442,-71.1286594
703,145,WNV,Mosquito,Bristol,Easton,9/12/23,42.0245442,-71.1286594
737,173,EEE,Mosquito,Bristol,Easton,9/25/23,42.0245442,-71.1286594
746,182,EEE,Mosquito,Bristol,Easton,9/26/23,42.0245442,-71.1286594
662,103,WNV,Mosquito,Bristol,Mansfield,9/1/23,42.0334326,-71.2189405
215,215,WNV,Mosquito,Plymouth,East Bridgewater,8/6/24,42.0334341,-70.9592096
216,216,WNV,Mosquito,Plymouth,East Bridgewater,8/6/24,42.0334341,-70.9592096
